,person,cantidad_sesiones,promedio_sesiones_sec,tiempo_total_sesiones_sec,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,act_ult_30_dias,act_ult_20_dias,act_ult_15_dias,act_ult_5_dias,act_ult_1_dias,act_ult_25_dias,act_ult_10_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,label
13926,4e560208,22,825.0,18158.0,20.0,8.0,35.0,63.0,0.31746031746031744,0.5555555555555556,0.12698412698412698,65.0,20.0,41.0,4,1,14,16,16,142,185,51.0,51.0,22.0,20.0,0.0,51.0,20.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,1.0
13927,4e560208,22,825.0,18158.0,20.0,8.0,35.0,63.0,0.31746031746031744,0.5555555555555556,0.12698412698412698,65.0,20.0,41.0,5,1,2,16,16,142,185,51.0,51.0,22.0,20.0,0.0,51.0,20.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,1.0
13928,4e560208,22,825.0,18158.0,20.0,8.0,35.0,63.0,0.31746031746031744,0.5555555555555556,0.12698412698412698,65.0,20.0,41.0,6,1,2,16,16,142,185,51.0,51.0,22.0,20.0,0.0,51.0,20.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,1.0
13929,4e560208,22,825.0,18158.0,20.0,8.0,35.0,63.0,0.31746031746031744,0.5555555555555556,0.12698412698412698,65.0,20.0,41.0,7,1,23,16,1,142,185,51.0,51.0,22.0,20.0,0.0,51.0,20.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,1.0
13946,4e64394b,4,506.00000000000006,2023.0000000000002,54.0,0.0,0.0,54.0,1.0,0.0,0.0,54.0,4.0,15.0,0,0,70,12,3,12,70,70.0,70.0,70.0,3.0,0.0,70.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13952,4e69b157,1,91.0,91.0,19.0,0.0,0.0,19.0,1.0,0.0,0.0,19.0,1.0,8.0,0,0,25,16,16,16,25,25.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
13958,4e763efe,1,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,13,13,13,4,4.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
13959,4e7709a0,18,456.0,8204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,13.0,0,1,50,17,8,17,116,116.0,116.0,107.0,19.0,1.0,116.0,107.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0
13964,4e7709a0,18,456.0,8204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,13.0,5,1,1,8,8,17,116,116.0,116.0,107.0,19.0,1.0,116.0,107.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0
13971,4e8103d8,6,248.00000000000003,1490.0,3.0,0.0,33.0,36.0,0.08333333333333333,0.9166666666666666,0.0,36.0,6.0,13.0,0,0,66,13,9,13,66,66.0,66.0,66.0,0.0,0.0,66.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0
13980,4e92d872,4,1245.0,4979.0,1.0,8.0,0.0,9.0,0.1111111111111111,0.0,0.8888888888888888,9.0,2.0,4.0,0,0,28,45,12,45,28,23.0,23.0,23.0,0.0,0.0,23.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
13983,4e949fde,2,576.0,1152.0,3.0,4.0,0.0,7.0,0.42857142857142855,0.0,0.5714285714285714,7.0,3.0,4.0,0,0,18,34,3,34,18,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13998,4ea64469,3,2.0,6.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,0,0,12,22,1,22,12,12.0,8.0,4.0,4.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000,4ea94b7f,1,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,5,5,5,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14001,4ead4504,2,2228.0,4457.0,6.0,34.0,0.0,40.0,0.15,0.0,0.85,40.0,8.0,21.0,0,0,95,0,0,0,95,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14015,4ebb61f8,12,388.0,4658.0,1.0,23.0,0.0,24.0,0.041666666666666664,0.0,0.9583333333333334,24.0,4.0,20.0,0,0,57,78,55,78,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14034,4ed8ab82,4,1044.0,4175.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,3.0,3.0,0,0,54,2,1,2,54,54.0,54.0,54.0,54.0,0.0,54.0,54.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
14035,4ed8b7d7,1,159.0,159.0,17.0,1.0,0.0,18.0,0.9444444444444444,0.0,0.05555555555555555,18.0,4.0,16.0,0,0,23,36,36,36,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14043,4ee533ee,6,163.0,978.0000000000001,14.0,0.0,2.0,16.0,0.875,0.125,0.0,16.0,11.0,13.0,0,0,89,34,19,34,89,12.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14047,4eec4b16,2,254.00000000000003,507.00000000000006,4.0,0.0,1.0,5.0,0.8,0.2,0.0,9.0,5.0,6.0,0,0,15,10,9,10,15,15.0,15.0,15.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14056,4efba964,16,245.00000000000003,3926.0000000000005,2.0,49.0,0.0,51.0,0.0392156862745098,0.0,0.9607843137254902,52.0,7.0,33.0,0,0,202,99,17,99,202,17.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14080,4f2f543f,1,2049.0,2049.0,16.0,0.0,1.0,17.0,0.9411764705882353,0.058823529411764705,0.0,17.0,9.0,13.0,0,0,42,0,0,0,42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14081,4f2fbde3,8,518.0,4144.0,89.0,4.0,0.0,93.0,0.956989247311828,0.0,0.043010752688172046,94.0,8.0,43.0,0,0,187,7,1,7,187,187.0,187.0,187.0,108.0,0.0,187.0,187.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0
14154,4fb346fd,7,663.0,4639.0,23.0,17.0,0.0,40.0,0.575,0.0,0.425,40.0,4.0,22.0,1,1,2,15,15,15,60,60.0,60.0,11.0,8.0,1.0,60.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0
14194,4fe68a28,2,435.0,870.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,2.0,4.0,0,1,1,0,0,0,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14195,4fe68a28,2,435.0,870.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,2.0,4.0,1,0,24,0,0,0,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14199,4fec643c,20,1039.0,20783.0,188.0,13.0,1.0,202.0,0.9306930693069307,0.0049504950495049506,0.06435643564356436,215.0,26.0,91.0,1,1,48,60,60,60,360,57.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14223,5001d2a2,2,410.0,820.0,1.0,15.0,0.0,16.0,0.0625,0.0,0.9375,16.0,5.0,9.0,0,0,35,0,0,0,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14261,502bc778,1,2430.0,2430.0,1.0,9.0,5.0,15.0,0.06666666666666667,0.3333333333333333,0.6,15.0,3.0,10.0,0,0,33,9,9,9,33,33.0,33.0,33.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14269,50367875,2,719.0,1438.0,28.0,0.0,13.0,41.0,0.6829268292682927,0.3170731707317073,0.0,41.0,15.0,24.0,0,0,53,10,9,10,53,53.0,53.0,53.0,0.0,0.0,53.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14283,504a0c2f,24,520.0,12489.0,17.0,55.0,7.0,79.0,0.21518987341772153,0.08860759493670886,0.6962025316455697,81.0,21.0,58.0,0,0,167,34,1,34,167,164.0,124.0,124.0,46.0,0.0,147.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14293,50524eeb,1,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0,0,6,10,10,10,6,6.0,6.0,6.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
14428,505a0310,1,1089.0,1089.0,12.0,4.0,4.0,20.0,0.6,0.2,0.2,21.0,8.0,18.0,0,0,28,5,5,5,28,28.0,28.0,28.0,0.0,0.0,28.0,28.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
14429,505b39f3,2,489.00000000000006,978.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0,1,7,0,0,0,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14439,5068e656,6,340.0,2039.0000000000002,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,4.0,1,0,14,16,13,16,27,27.0,27.0,8.0,0.0,0.0,27.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
14459,50894505,65,505.00000000000006,32793.0,218.0,35.0,371.0,624.0,0.34935897435897434,0.594551282051282,0.05608974358974359,628.0,35.0,162.0,0,1,112,87,66,87,851,199.0,99.0,54.0,13.0,5.0,133.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14463,508b7e2b,1,596.0,596.0,18.0,3.0,1.0,22.0,0.8181818181818182,0.045454545454545456,0.13636363636363635,22.0,9.0,17.0,0,0,24,1,1,1,24,24.0,24.0,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14507,50b85d09,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,8,8,8,3,3.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14508,50b9e94c,1,342.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0,0,7,1,1,1,7,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14550,50fe38f7,18,300.0,5397.0,6.0,45.0,0.0,51.0,0.11764705882352941,0.0,0.8823529411764706,51.0,12.0,31.0,0,0,149,86,21,86,149,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14558,5107c8bc,3,664.0,1993.0000000000002,5.0,0.0,22.0,27.0,0.18518518518518517,0.8148148148148148,0.0,27.0,8.0,14.0,0,0,50,101,0,101,50,39.0,39.0,39.0,39.0,39.0,39.0,39.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
14559,51085938,2,237.00000000000003,474.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0,0,11,15,14,15,11,11.0,11.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14573,5114e630,1,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,8,3,3,3,8,8.0,8.0,8.0,8.0,0.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
14613,51670cac,1,795.0,795.0,15.0,0.0,0.0,15.0,1.0,0.0,0.0,15.0,3.0,8.0,0,0,20,9,9,9,20,20.0,20.0,20.0,0.0,0.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14654,519da79d,3,269.0,806.0,9.0,18.0,0.0,27.0,0.3333333333333333,0.0,0.6666666666666666,27.0,6.0,22.0,0,0,38,8,3,8,38,38.0,38.0,38.0,6.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14662,51ada1af,1,188.0,188.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,7,14,14,14,7,7.0,7.0,7.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
14671,51b2e3f7,1,240.00000000000003,240.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,0,0,13,0,0,0,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14709,51f81030,5,75.0,373.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,2.0,0,0,19,127,111,127,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14713,51fde0cb,9,905.0,8141.000000000001,52.0,26.0,5.0,83.0,0.6265060240963856,0.060240963855421686,0.3132530120481928,83.0,24.0,42.0,0,0,126,78,11,78,126,70.0,70.0,70.0,0.0,0.0,70.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0
14752,522c15ec,1,1242.0,1242.0,1.0,10.0,0.0,11.0,0.09090909090909091,0.0,0.9090909090909091,11.0,4.0,8.0,0,0,37,5,5,5,37,37.0,37.0,37.0,0.0,0.0,37.0,37.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14768,52450ff0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
14832,52ac5248,10,580.0,5805.0,37.0,34.0,0.0,71.0,0.5211267605633803,0.0,0.4788732394366197,71.0,6.0,36.0,0,0,118,103,4,103,118,111.0,98.0,98.0,51.0,0.0,111.0,98.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
14837,52b01e32,8,654.0,5234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,6.0,42.0,0,0,155,16,0,16,155,155.0,155.0,107.0,78.0,78.0,155.0,100.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0
14853,52c67e00,15,1098.0,16463.0,15.0,1.0,172.0,188.0,0.0797872340425532,0.9148936170212766,0.005319148936170213,197.0,30.0,89.0,0,1,130,15,10,15,253,253.0,253.0,250.0,95.0,0.0,253.0,107.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0
14854,52c67e00,15,1098.0,16463.0,15.0,1.0,172.0,188.0,0.0797872340425532,0.9148936170212766,0.005319148936170213,197.0,30.0,89.0,1,0,123,10,1,15,253,253.0,253.0,250.0,95.0,0.0,253.0,107.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0
14862,52ccbf5d,9,168.0,1514.0,20.0,37.0,2.0,59.0,0.3389830508474576,0.03389830508474576,0.6271186440677966,59.0,9.0,38.0,0,0,105,11,4,11,105,105.0,105.0,105.0,2.0,0.0,105.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14899,52fda623,2,465.00000000000006,930.0000000000001,2.0,4.0,0.0,6.0,0.3333333333333333,0.0,0.6666666666666666,6.0,3.0,4.0,0,0,20,1,0,1,20,20.0,20.0,20.0,20.0,2.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
14905,5304aad8,1,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,6,6,6,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14910,530ab705,1,39.0,39.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0,0,6,12,12,12,6,6.0,6.0,6.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14950,534819ac,6,722.0,4335.0,3.0,4.0,3.0,10.0,0.3,0.3,0.4,10.0,5.0,7.0,0,0,47,127,5,127,47,31.0,31.0,27.0,0.0,0.0,31.0,27.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14974,536fd101,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,3,14,14,14,3,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14975,537040af,16,45.0,714.0,9.0,0.0,0.0,9.0,1.0,0.0,0.0,9.0,2.0,5.0,0,1,4,7,7,7,37,37.0,37.0,37.0,20.0,3.0,37.0,37.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14984,537a90ff,17,533.0,9068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0,1,7,17,17,17,58,58.0,58.0,21.0,0.0,0.0,58.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
15001,538c3e87,4,640.0,2561.0,42.0,3.0,0.0,45.0,0.9333333333333333,0.0,0.06666666666666667,46.0,10.0,20.0,0,0,57,64,16,64,57,50.0,38.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15016,53a409c8,6,741.0,4447.0,5.0,0.0,1.0,6.0,0.8333333333333334,0.16666666666666666,0.0,6.0,2.0,4.0,0,1,10,63,63,63,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15017,53a409c8,6,741.0,4447.0,5.0,0.0,1.0,6.0,0.8333333333333334,0.16666666666666666,0.0,6.0,2.0,4.0,1,0,18,63,52,63,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15020,53a7b160,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,20,20,20,3,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15031,53b95186,6,64.0,382.0,7.0,6.0,0.0,13.0,0.5384615384615384,0.0,0.46153846153846156,13.0,2.0,6.0,0,0,28,105,4,105,28,16.0,16.0,16.0,2.0,0.0,16.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15032,53b9ea87,1,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,6,16,16,16,6,6.0,6.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15089,54221b45,17,190.0,3229.0,1.0,46.0,0.0,47.0,0.02127659574468085,0.0,0.9787234042553191,47.0,6.0,28.0,0,0,101,118,1,118,101,54.0,54.0,54.0,19.0,0.0,54.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
15116,543cb08e,1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,3,3,3,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
15123,544472be,6,513.0,3077.0,9.0,59.0,2.0,70.0,0.12857142857142856,0.02857142857142857,0.8428571428571429,71.0,12.0,31.0,0,0,120,14,6,14,120,120.0,120.0,120.0,0.0,0.0,120.0,106.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0
15129,544aaf42,19,1190.0,22615.0,108.0,0.0,17.0,125.0,0.864,0.136,0.0,125.0,13.0,52.0,0,1,205,41,2,41,251,241.0,128.0,128.0,128.0,6.0,241.0,128.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,1.0
15130,544aaf42,19,1190.0,22615.0,108.0,0.0,17.0,125.0,0.864,0.136,0.0,125.0,13.0,52.0,1,1,4,2,2,41,251,241.0,128.0,128.0,128.0,6.0,241.0,128.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,1.0
15131,544aaf42,19,1190.0,22615.0,108.0,0.0,17.0,125.0,0.864,0.136,0.0,125.0,13.0,52.0,2,1,27,2,1,41,251,241.0,128.0,128.0,128.0,6.0,241.0,128.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,1.0
15132,544aaf42,19,1190.0,22615.0,108.0,0.0,17.0,125.0,0.864,0.136,0.0,125.0,13.0,52.0,3,0,15,1,0,41,251,241.0,128.0,128.0,128.0,6.0,241.0,128.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,1.0
15138,5453df2d,5,336.0,1678.0,12.0,5.0,0.0,17.0,0.7058823529411765,0.0,0.29411764705882354,18.0,13.0,17.0,0,0,61,71,8,71,61,35.0,13.0,13.0,0.0,0.0,13.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
15152,54633dbb,2,70.0,141.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0,0,7,1,1,1,7,7.0,7.0,7.0,7.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
15163,547419fe,16,815.0,13046.0,152.0,12.0,80.0,244.0,0.6229508196721312,0.32786885245901637,0.04918032786885246,252.0,55.0,133.0,0,1,236,91,37,91,372,123.0,119.0,113.0,88.0,44.0,123.0,113.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
15164,547419fe,16,815.0,13046.0,152.0,12.0,80.0,244.0,0.6229508196721312,0.32786885245901637,0.04918032786885246,252.0,55.0,133.0,1,1,122,37,0,91,372,123.0,119.0,113.0,88.0,44.0,123.0,113.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
15168,54771473,2,649.0,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,19.0,0,0,37,1,0,1,37,37.0,37.0,37.0,37.0,31.0,37.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15198,54a2de05,11,152.0,1670.0,14.0,0.0,0.0,14.0,1.0,0.0,0.0,14.0,6.0,11.0,0,0,50,138,94,138,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15202,54ad9165,46,342.0,15730.000000000002,395.0,83.0,9.0,487.0,0.811088295687885,0.018480492813141684,0.1704312114989733,494.0,49.0,203.0,0,0,659,119,10,119,659,113.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15211,54bb7539,4,1001.0000000000001,4003.0000000000005,19.0,25.0,1.0,45.0,0.4222222222222222,0.022222222222222223,0.5555555555555556,47.0,13.0,35.0,0,0,60,2,1,2,60,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15228,54daf07f,1,338.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0,0,9,9,9,9,9,9.0,9.0,9.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15246,54fb59e3,6,84.0,503.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,6.0,0,0,31,26,5,26,31,31.0,27.0,18.0,0.0,0.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15291,553b85ca,1,3269.0,3269.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0,1,7,0,0,0,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15294,553b85ca,1,3269.0,3269.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,3,1,1,0,0,0,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15328,5565930b,2,34.0,67.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,0,0,10,6,5,6,10,10.0,10.0,10.0,0.0,0.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15350,55827b4b,6,1279.0,7675.000000000001,70.0,2.0,7.0,79.0,0.8860759493670886,0.08860759493670886,0.02531645569620253,80.0,14.0,30.0,0,0,111,103,0,103,111,98.0,98.0,98.0,74.0,43.0,98.0,98.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0
15365,55912693,1,817.0,817.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,3.0,0,0,13,6,6,6,13,13.0,13.0,13.0,0.0,0.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15378,55a7179e,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,3,41,41,41,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15386,55b86ea0,1,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,1,1,1,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
15399,55c0de86,9,868.0,7814.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,17.0,0,1,105,131,117,131,157,18.0,18.0,18.0,0.0,0.0,18.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
15409,55cc2cac,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,11,11,11,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
15447,56011e68,13,158.0,2054.0,3.0,3.0,13.0,19.0,0.15789473684210525,0.6842105263157895,0.15789473684210525,19.0,5.0,12.0,0,1,21,76,76,76,64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15448,56011e68,13,158.0,2054.0,3.0,3.0,13.0,19.0,0.15789473684210525,0.6842105263157895,0.15789473684210525,19.0,5.0,12.0,1,0,43,75,27,76,64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
