,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,label
4428,1d94a485,1,1637.0,1637.0,1.0,1637.0,1637.0,1.0,1637.0,1637.0,1.0,1637.0,1637.0,1.0,1637.0,1637.0,1.0,1637.0,1637.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.4,0.0,0.6,5.0,2.0,4.0,0,0,31,9,9,9,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,31,31.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4432,1d9eb251,3,1878.0000000000002,5634.0,3.0,1878.0000000000002,5634.0,3.0,1878.0000000000002,5634.0,3.0,1878.0000000000002,5634.0,3.0,1878.0000000000002,5634.0,1.0,2667.0,2667.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,0.4,0.4,0.2,8.0,6.0,6.0,0,0,43,11,6,11,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,43.0,43.0,43.0,43.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4438,1daab2a9,7,103.0,724.0,6.0,121.00000000000001,724.0,6.0,121.00000000000001,724.0,6.0,121.00000000000001,724.0,6.0,121.00000000000001,724.0,3.0,115.00000000000001,345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,19.0,0,0,48,49,3,49,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,44.0,44.0,44.0,44.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4459,1dcfcf1a,1,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,14,14,14,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4476,1dec914f,2,2026.0000000000002,4052.0000000000005,1.0,1290.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,26.0,19.0,76.0,0.40789473684210525,0.25,0.34210526315789475,76.0,13.0,42.0,0,1,89,35,27,35,89,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,89,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4492,1e0d9fa0,2,860.0,1719.0,2.0,860.0,1719.0,2.0,860.0,1719.0,2.0,860.0,1719.0,2.0,860.0,1719.0,1.0,44.0,44.0,1.0,44.0,44.0,0.0,0.0,0.0,24.0,0.0,6.0,30.0,0.8,0.2,0.0,38.0,15.0,23.0,0,0,68,14,2,14,68,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,68,68.0,68.0,68.0,68.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0
4521,1e32ded5,2,608.0,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,1,79,79,79,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4525,1e38acb8,4,354.0,1416.0,2.0,654.0,1308.0,2.0,654.0,1308.0,2.0,654.0,1308.0,2.0,654.0,1308.0,2.0,654.0,1308.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,0.0,5.0,0.6,0.0,0.4,5.0,2.0,4.0,0,0,23,106,0,106,23,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,23,15.0,15.0,15.0,15.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4529,1e3fff82,5,1538.0,7692.000000000001,5.0,1538.0,7692.000000000001,5.0,1538.0,7692.000000000001,5.0,1538.0,7692.000000000001,5.0,1538.0,7692.000000000001,5.0,1538.0,7692.000000000001,2.0,1988.0000000000002,3975.0000000000005,0.0,0.0,0.0,61.0,1.0,34.0,96.0,0.6354166666666666,0.3541666666666667,0.010416666666666666,96.0,14.0,47.0,0,0,130,6,4,6,130,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,130,130.0,130.0,130.0,130.0,130.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4533,1e44bfab,2,54.0,109.0,2.0,54.0,109.0,2.0,54.0,109.0,2.0,54.0,109.0,2.0,54.0,109.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,4.0,0,0,12,10,8,10,12,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,12,12.0,12.0,12.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4562,1e7413dd,3,169.0,508.00000000000006,3.0,169.0,508.00000000000006,3.0,169.0,508.00000000000006,3.0,169.0,508.00000000000006,3.0,169.0,508.00000000000006,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,12.0,0,0,38,14,6,14,38,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,38,38.0,38.0,38.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4592,1eab3f70,1,395.0,395.0,1.0,395.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,10.0,0.8,0.0,0.2,11.0,4.0,8.0,0,0,22,29,29,29,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4629,1ee88eac,2,222.0,445.0,2.0,222.0,445.0,2.0,222.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,0,0,20,24,23,24,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4689,1f62dcbc,4,414.0,1655.0,3.0,221.0,663.0,3.0,221.0,663.0,3.0,221.0,663.0,3.0,221.0,663.0,3.0,221.0,663.0,2.0,196.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,20.0,0,0,55,73,1,73,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,22.0,22.0,22.0,22.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4705,1f7f4cf4,3,2976.0,8929.0,3.0,2976.0,8929.0,3.0,2976.0,8929.0,3.0,2976.0,8929.0,3.0,2976.0,8929.0,3.0,2976.0,8929.0,1.0,1927.0000000000002,1927.0000000000002,1.0,1927.0000000000002,1927.0000000000002,28.0,26.0,13.0,67.0,0.417910447761194,0.19402985074626866,0.3880597014925373,80.0,19.0,52.0,0,0,103,6,0,6,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,103.0,103.0,103.0,103.0,103.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4743,1fd053d3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,31,31,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4745,1fd5c0ed,5,76.0,378.0,2.0,111.0,222.0,2.0,111.0,222.0,2.0,111.0,222.0,1.0,222.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.16666666666666666,0.0,0.8333333333333334,6.0,5.0,5.0,0,0,20,56,14,56,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,10.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4796,203297ab,1,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,145,145,145,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4814,2047c93f,2,1248.0,2496.0,2.0,1248.0,2496.0,2.0,1248.0,2496.0,2.0,1248.0,2496.0,2.0,1248.0,2496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,10.0,0.1,0.0,0.9,10.0,5.0,7.0,0,0,33,14,10,14,33,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,33,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
4818,204c6569,1,345.0,345.0,1.0,345.0,345.0,1.0,345.0,345.0,1.0,345.0,345.0,1.0,345.0,345.0,1.0,345.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,14.0,0.21428571428571427,0.7857142857142857,0.0,19.0,13.0,14.0,0,0,28,5,5,5,28,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,28,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
4832,205d9c1a,14,476.00000000000006,6660.0,14.0,476.00000000000006,6660.0,12.0,478.00000000000006,5735.0,3.0,121.00000000000001,364.0,2.0,141.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,1.0,0.0,0.0,21.0,4.0,8.0,2,0,36,23,14,27,65,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,65,65.0,44.0,10.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4866,20950506,12,2068.0,24822.0,12.0,2068.0,24822.0,12.0,2068.0,24822.0,12.0,2068.0,24822.0,9.0,1117.0,10053.0,4.0,158.0,630.0,2.0,210.0,421.0,2.0,210.0,421.0,48.0,0.0,40.0,88.0,0.5454545454545454,0.45454545454545453,0.0,107.0,33.0,67.0,0,0,216,19,0,19,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,216.0,216.0,216.0,95.0,26.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4873,20a7ceeb,1,2696.0,2696.0,1.0,2696.0,2696.0,1.0,2696.0,2696.0,1.0,2696.0,2696.0,1.0,2696.0,2696.0,1.0,2696.0,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,11.0,0,0,20,9,9,9,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4903,20dadf21,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,2,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4909,20e78c0f,3,122.00000000000001,366.0,3.0,122.00000000000001,366.0,3.0,122.00000000000001,366.0,2.0,183.0,366.0,2.0,183.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,13.0,0.07692307692307693,0.0,0.9230769230769231,13.0,3.0,10.0,0,0,35,23,14,23,35,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35,35.0,35.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4921,20f602c7,1,2770.0,2770.0,1.0,2770.0,2770.0,1.0,2770.0,2770.0,1.0,2770.0,2770.0,1.0,2770.0,2770.0,1.0,2770.0,2770.0,1.0,2770.0,2770.0,1.0,851.0,851.0,21.0,0.0,0.0,21.0,1.0,0.0,0.0,22.0,8.0,17.0,0,0,29,1,0,1,29,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,29,29.0,29.0,29.0,29.0,29.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0
4927,20fe380b,1,18.0,18.0,1.0,18.0,18.0,1.0,18.0,18.0,1.0,18.0,18.0,1.0,18.0,18.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,5,5,5,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4937,210fd6d9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,51,51,51,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4940,21130ceb,5,432.0,2159.0,5.0,432.0,2159.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,18.0,0,0,46,27,24,27,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4950,212454da,1,355.0,355.0,1.0,355.0,355.0,1.0,355.0,355.0,1.0,355.0,355.0,1.0,355.0,355.0,1.0,355.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,8,8,8,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4983,214c95b5,2,6.0,12.0,2.0,6.0,12.0,2.0,6.0,12.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,6,22,16,22,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5074,21f5eeda,2,268.0,535.0,2.0,268.0,535.0,2.0,268.0,535.0,2.0,268.0,535.0,2.0,268.0,535.0,2.0,268.0,535.0,2.0,268.0,535.0,1.0,447.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0,0,13,1,0,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.0,13.0,13.0,13.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5075,21f67ee5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,3,47,47,47,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5083,220a7796,1,911.0,911.0,1.0,911.0,911.0,1.0,911.0,911.0,1.0,911.0,911.0,1.0,911.0,911.0,1.0,911.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,0.3333333333333333,3.0,2.0,3.0,0,0,10,9,9,9,10,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,10,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
5085,220cf640,4,1019.0000000000001,4076.0000000000005,4.0,1019.0000000000001,4076.0000000000005,4.0,1019.0000000000001,4076.0000000000005,4.0,1019.0000000000001,4076.0000000000005,4.0,1019.0000000000001,4076.0000000000005,3.0,1175.0,3524.0,1.0,1619.0,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,33.0,0,0,76,10,2,10,76,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,76,76.0,76.0,76.0,76.0,58.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5130,2260ca72,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0,0,6,1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5145,2280ebc0,11,785.0,8635.0,11.0,785.0,8635.0,9.0,516.0,4648.0,8.0,581.0,4648.0,3.0,122.00000000000001,365.0,2.0,181.0,362.0,2.0,181.0,362.0,0.0,0.0,0.0,63.0,0.0,2.0,65.0,0.9692307692307692,0.03076923076923077,0.0,73.0,21.0,37.0,0,0,153,25,1,25,153,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,153,153.0,91.0,90.0,20.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5146,22823667,8,48.0,380.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,10.0,5.0,9.0,0,0,29,85,26,85,29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5147,22831d56,1,434.0,434.0,1.0,434.0,434.0,1.0,434.0,434.0,1.0,434.0,434.0,1.0,434.0,434.0,1.0,434.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,0,1,11,5,5,5,11,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,11,11.0,11.0,11.0,11.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
5177,22b0bd67,1,2471.0,2471.0,1.0,2471.0,2471.0,1.0,2471.0,2471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,0.0,0.0,18.0,3.0,9.0,1,0,2,20,20,20,45,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,45,45.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5181,22b9085f,7,2091.0,14634.000000000002,7.0,2091.0,14634.000000000002,7.0,2091.0,14634.000000000002,7.0,2091.0,14634.000000000002,7.0,2091.0,14634.000000000002,3.0,3767.0000000000005,11300.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,10.0,189.0,0.9470899470899471,0.05291005291005291,0.0,197.0,29.0,82.0,0,0,341,11,6,11,341,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,341,341.0,341.0,341.0,341.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0
5196,22cfc3f5,9,404.0,3638.0,3.0,334.0,1002.0000000000001,2.0,501.00000000000006,1002.0000000000001,2.0,501.00000000000006,1002.0000000000001,1.0,971.0000000000001,971.0000000000001,1.0,971.0000000000001,971.0000000000001,1.0,971.0000000000001,971.0000000000001,0.0,0.0,0.0,58.0,14.0,0.0,72.0,0.8055555555555556,0.0,0.19444444444444445,72.0,12.0,37.0,0,0,127,133,4,133,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,56.0,54.0,54.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
