,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
40235,e355f9b8,1,5,14,0.0,0.0,0.0,2,14,7,82,0.0
40244,e3625a07,0,138,24,62.0,6.0,35.0,13,24,2,138,1.0
40266,e37da703,0,9,2,1.0,1.0,1.0,1,2,2,9,1.0
40267,e37f92f7,0,15,27,4.0,3.0,4.0,1,27,27,15,1.0
40295,e3b40b7f,0,16,3,4.0,1.0,2.0,1,3,3,16,0.0
40315,e3d63389,0,15,75,2.0,2.0,2.0,2,75,0,15,1.0
40326,e3e3b098,0,7,5,2.0,1.0,2.0,1,5,5,7,0.0
40350,e3fcbce4,0,10,4,2.0,1.0,1.0,1,4,4,10,0.0
40352,e40328ad,0,31,15,21.0,5.0,12.0,2,15,8,31,1.0
40354,e403c906,0,4,3,1.0,1.0,1.0,1,3,3,4,0.0
40365,e40e146d,0,131,82,76.0,11.0,51.0,9,82,1,131,1.0
40373,e41e2993,0,13,1,8.0,4.0,7.0,1,1,1,13,1.0
40400,e444a0d0,0,16,62,3.0,2.0,2.0,2,62,61,16,1.0
40427,e468d93f,0,16,10,11.0,2.0,5.0,2,10,6,16,1.0
40431,e46e646b,1,30,57,23.0,9.0,17.0,3,56,56,51,1.0
40467,e4aedddc,1,5,2,2.0,1.0,1.0,3,2,2,10,0.0
40469,e4b02ea2,0,26,31,20.0,2.0,11.0,2,31,7,26,1.0
40470,e4b19021,0,10,4,1.0,1.0,1.0,3,4,1,10,0.0
40472,e4b2cf2a,0,42,15,17.0,7.0,9.0,2,15,14,42,0.0
40484,e4bf705e,0,10,54,4.0,2.0,2.0,2,54,42,10,1.0
40548,e52eb616,1,3,22,0.0,0.0,0.0,7,0,0,53,0.0
40549,e532fce4,0,47,8,25.0,3.0,13.0,3,8,3,47,0.0
40580,e55f7d70,13,179,44,64.0,14.0,31.0,91,15,0,1055,1.0
40581,e55ffbac,0,21,0,4.0,3.0,3.0,1,0,0,22,1.0
40586,e569ed6b,0,41,24,20.0,6.0,15.0,5,24,8,41,0.0
40604,e58b8c78,0,238,69,85.0,8.0,44.0,20,69,1,238,0.0
40627,e5a8b4ba,0,20,10,11.0,4.0,9.0,1,10,10,20,1.0
40664,e5dff1ce,0,4,0,0.0,0.0,0.0,1,0,0,4,1.0
40692,e60aab1b,0,98,20,80.0,15.0,54.0,6,20,4,98,0.0
40723,e630d1d0,0,27,41,8.0,1.0,3.0,5,41,7,27,0.0
40792,e69393d9,1,58,9,17.0,7.0,14.0,5,9,3,83,1.0
40800,e69701ce,1,1,1,0.0,0.0,0.0,1,1,1,2,0.0
40817,e6ada117,0,71,7,18.0,13.0,15.0,1,7,7,71,0.0
40852,e6d5ab1e,0,8,3,2.0,1.0,2.0,1,3,3,8,1.0
40855,e6ddbbd2,0,102,87,84.0,11.0,47.0,4,87,0,102,1.0
40859,e6e5135d,1,1060,149,805.0,59.0,263.0,74,147,2,1101,0.0
40876,e6fed632,0,14,122,4.0,2.0,3.0,2,122,15,14,0.0
40919,e739844f,0,6,3,2.0,1.0,1.0,1,3,3,6,0.0
40923,e73e1107,0,32,6,8.0,4.0,5.0,7,6,2,32,0.0
40927,e742b35a,0,16,39,5.0,2.0,2.0,1,39,39,16,0.0
40934,e74ed7d5,0,47,26,10.0,3.0,7.0,4,26,12,47,1.0
40942,e75a5a64,0,72,21,32.0,11.0,28.0,6,21,0,72,1.0
40960,e7753162,0,73,135,33.0,4.0,19.0,10,135,15,73,1.0
40982,e78e8eca,0,67,40,51.0,18.0,37.0,3,40,12,67,1.0
40983,e78f2924,0,73,9,12.0,5.0,8.0,6,9,8,73,0.0
41015,e7d36ce5,0,24,10,10.0,4.0,6.0,3,10,0,24,0.0
41030,e7e39546,0,35,19,15.0,5.0,9.0,3,19,3,35,0.0
41065,e801aed1,0,11,6,5.0,1.0,3.0,3,6,5,11,1.0
41067,e804a919,0,16,5,3.0,2.0,2.0,1,5,5,16,0.0
41072,e808b1d2,0,9,15,4.0,2.0,2.0,2,15,14,9,0.0
41100,e82d6cd8,0,16,0,2.0,1.0,1.0,1,0,0,16,0.0
41106,e836fc08,0,160,20,108.0,24.0,53.0,19,20,8,160,0.0
41123,e8454ebf,0,20,1,3.0,2.0,2.0,3,1,0,20,0.0
41160,e87dede3,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
41197,e8ba4e59,0,26,3,13.0,5.0,8.0,2,3,0,26,0.0
41206,e8cafc19,0,16,15,6.0,2.0,6.0,1,15,15,16,0.0
41253,e90f0ad9,0,6,0,2.0,2.0,2.0,1,0,0,6,0.0
41260,e918f6bc,0,121,56,63.0,12.0,46.0,5,56,2,121,1.0
41341,e9903376,0,117,45,45.0,10.0,30.0,12,45,10,117,1.0
41345,e9938ec7,0,173,52,148.0,19.0,69.0,11,52,2,173,1.0
41358,e9a1795b,2,81,21,61.0,13.0,44.0,7,20,17,83,1.0
41361,e9a921bb,0,27,33,11.0,6.0,10.0,5,33,2,27,1.0
41363,e9af34e0,0,70,2,13.0,6.0,7.0,9,2,0,70,1.0
41406,e9e8bce7,0,10,90,1.0,1.0,1.0,1,90,90,10,1.0
41422,e9ffa493,1,74,77,36.0,4.0,24.0,18,25,0,230,1.0
41444,ea2165c3,0,4,3,1.0,1.0,1.0,1,3,3,4,0.0
41526,eaac1c54,0,6,119,2.0,1.0,2.0,1,119,119,6,0.0
41543,eac0753b,0,10,35,1.0,1.0,1.0,2,35,0,10,1.0
41545,eac63972,0,53,15,18.0,8.0,14.0,2,15,14,53,0.0
41549,eac91463,0,22,44,3.0,2.0,3.0,4,44,16,22,1.0
41554,ead49284,0,86,22,38.0,5.0,19.0,3,22,14,86,0.0
41585,eaf0f724,11,49,120,1.0,1.0,1.0,31,96,66,290,1.0
41590,eaf76dc3,0,20,28,4.0,4.0,4.0,2,28,6,20,1.0
41592,eafc9073,0,27,9,7.0,2.0,5.0,1,9,9,27,0.0
41670,eb6c498c,1,35,127,13.0,5.0,11.0,99,3,1,1749,0.0
41685,eb81c300,0,28,26,5.0,5.0,5.0,8,26,20,28,0.0
41794,ec2772e0,0,94,4,51.0,13.0,31.0,5,4,0,94,1.0
41802,ec36355a,0,9,7,1.0,1.0,1.0,1,7,7,9,1.0
41820,ec4be165,2,13,14,6.0,1.0,3.0,9,12,4,102,0.0
41889,ecae3d89,0,4,15,1.0,1.0,1.0,1,15,15,4,0.0
41894,ecb947e4,0,12,140,2.0,1.0,1.0,2,140,12,12,0.0
41928,ecd7628c,0,25,99,2.0,2.0,2.0,3,99,50,25,1.0
41929,ecd79d0a,0,788,82,678.0,21.0,193.0,46,82,1,788,1.0
41980,ed2ff8d2,0,51,16,11.0,5.0,5.0,2,16,15,51,0.0
41985,ed35626b,1,36,31,11.0,2.0,9.0,8,31,2,37,0.0
41987,ed36adc0,0,4,1,1.0,1.0,1.0,1,1,1,4,0.0
41999,ed408038,3,1,0,0.0,0.0,0.0,2,0,0,30,1.0
42008,ed4ac974,0,11,1,4.0,1.0,4.0,1,1,1,11,1.0
42051,ed9aabb0,0,52,1,35.0,2.0,17.0,4,1,0,52,0.0
42067,edbf802f,0,78,78,24.0,4.0,5.0,8,78,11,78,1.0
42108,edf4043b,0,11,6,8.0,4.0,8.0,1,6,6,11,0.0
42123,ee11eb83,0,126,121,76.0,32.0,58.0,19,121,3,126,1.0
42129,ee1ba038,0,5,2,3.0,1.0,2.0,1,2,2,5,1.0
42148,ee367cc7,0,96,36,33.0,5.0,22.0,17,36,3,96,0.0
42174,ee541ce4,0,127,43,35.0,19.0,31.0,5,43,0,127,1.0
42232,ee9b24eb,0,26,74,13.0,4.0,11.0,3,74,16,26,0.0
42235,ee9e909e,0,23,2,16.0,4.0,9.0,3,2,1,23,1.0
42241,eea616b1,0,5,4,1.0,1.0,1.0,2,4,4,5,1.0
42264,eecc47cc,0,13,9,3.0,2.0,2.0,3,9,0,13,0.0
42273,eed66879,0,3,70,1.0,1.0,1.0,1,70,70,3,0.0
42317,ef25de62,2,15,29,9.0,2.0,6.0,8,3,3,101,1.0
42329,ef37fae9,0,50,12,13.0,6.0,10.0,5,12,0,50,1.0
42347,ef4d76c5,0,208,84,153.0,20.0,75.0,14,84,1,208,1.0
42361,ef6231bf,0,4,13,1.0,1.0,1.0,1,13,13,4,0.0
42385,ef825515,0,249,6,182.0,21.0,71.0,11,6,0,249,0.0
42396,ef90686a,0,25,74,9.0,7.0,7.0,5,74,55,25,1.0
42402,ef9a288d,0,56,45,34.0,13.0,24.0,6,45,1,56,0.0
42415,efb19d0b,0,144,53,47.0,9.0,23.0,16,53,4,144,0.0
42442,efdc70ea,0,94,75,70.0,8.0,39.0,8,75,14,94,1.0
42446,efdfb24e,1,18,12,4.0,3.0,3.0,6,12,0,25,1.0
42506,f03c379a,0,131,20,98.0,6.0,39.0,6,20,0,131,1.0
42511,f04778ea,0,19,39,6.0,4.0,4.0,2,39,11,19,0.0
42552,f07b5fb8,1,73,80,53.0,8.0,31.0,6,13,2,93,0.0
42571,f097c637,0,4,13,1.0,1.0,1.0,1,13,13,4,0.0
42575,f09d45c4,0,43,147,14.0,7.0,11.0,2,147,51,44,1.0
42623,f0dacc9c,0,15,11,3.0,2.0,2.0,2,11,11,15,0.0
42625,f0dfaef8,0,104,76,78.0,15.0,39.0,3,76,16,104,0.0
42628,f0e6ee89,0,8,7,0.0,0.0,0.0,4,7,3,8,1.0
42652,f107bc24,0,25,2,16.0,6.0,12.0,1,2,2,25,0.0
42692,f162b8a3,0,8,10,3.0,1.0,2.0,2,10,9,8,0.0
42707,f1782779,0,4,14,0.0,0.0,0.0,1,14,14,4,0.0
42733,f18d0ee4,0,7,71,2.0,1.0,2.0,1,71,71,7,0.0
42737,f1964e8e,0,9,2,3.0,2.0,2.0,2,2,1,9,1.0
42776,f1cc0168,1,14,3,1.0,1.0,1.0,3,3,1,19,1.0
42777,f1cd087e,0,18,11,8.0,2.0,7.0,1,11,11,18,0.0
42799,f1ea0e22,0,7,6,3.0,3.0,3.0,1,6,6,7,0.0
42816,f1f7d11d,1,20,16,3.0,2.0,2.0,15,12,1,127,1.0
42836,f211b843,0,32,29,21.0,3.0,13.0,3,29,0,32,0.0
42838,f214b293,0,4,1,1.0,1.0,1.0,1,1,1,4,0.0
42866,f2408126,0,991,132,913.0,50.0,290.0,13,132,0,991,1.0
42905,f265dece,0,64,139,20.0,8.0,11.0,11,139,10,64,0.0
42923,f27d715e,0,50,124,13.0,4.0,7.0,6,124,0,50,0.0
42941,f29b4ee8,0,6,6,2.0,1.0,2.0,1,6,6,6,0.0
42976,f2e3b743,0,16,19,12.0,1.0,6.0,1,19,19,16,1.0
43000,f3160438,0,54,55,46.0,2.0,23.0,3,55,21,54,1.0
43011,f3288e58,0,8,13,3.0,1.0,2.0,1,13,13,8,0.0
43066,f36cc9d0,1,79,16,50.0,15.0,29.0,5,16,12,80,0.0
43107,f3a96107,0,25,0,8.0,2.0,5.0,2,0,0,25,0.0
43125,f3c20d0b,0,16,16,5.0,1.0,4.0,2,16,16,16,1.0
43131,f3c6e808,0,23,9,5.0,2.0,5.0,3,9,5,23,1.0
43156,f3f38412,0,20,9,9.0,2.0,5.0,1,9,9,21,0.0
43174,f402d745,1,6,0,3.0,1.0,3.0,1,0,0,18,1.0
43190,f4118d33,2,48,69,36.0,8.0,26.0,40,2,0,484,1.0
43200,f41c1c58,0,50,48,41.0,6.0,15.0,1,48,48,50,0.0
43209,f421150f,0,73,14,23.0,3.0,14.0,8,14,0,73,0.0
43291,f47d4cac,1,59,30,3.0,2.0,3.0,22,30,2,103,1.0
43332,f4c0c91c,0,14,12,4.0,2.0,2.0,2,12,12,14,0.0
43367,f4f7db34,0,460,65,159.0,33.0,68.0,22,65,6,460,1.0
43384,f508364f,0,25,27,8.0,3.0,4.0,2,27,13,25,0.0
43391,f51b0d7a,0,50,55,33.0,7.0,22.0,4,55,2,50,0.0
43410,f530be96,0,48,40,20.0,16.0,17.0,4,40,6,48,1.0
43411,f5338b52,0,28,2,11.0,2.0,5.0,3,2,1,28,0.0
43426,f54b503d,0,14,50,4.0,1.0,4.0,2,50,14,14,0.0
43449,f56bd5d2,0,44,8,8.0,1.0,2.0,4,8,1,44,1.0
43538,f5fabb12,0,33,9,8.0,5.0,5.0,3,9,3,33,0.0
43554,f60b77b6,0,385,74,265.0,8.0,98.0,21,74,3,385,0.0
43562,f61c3e28,0,4,9,0.0,0.0,0.0,1,9,9,4,0.0
43571,f62b29b2,1,10,2,8.0,1.0,4.0,2,0,0,66,0.0
43588,f6465fb0,0,113,71,71.0,3.0,13.0,10,71,34,113,1.0
43606,f654fd9d,0,10,10,4.0,2.0,3.0,1,10,10,10,1.0
43614,f65f7b13,0,6,14,2.0,1.0,1.0,1,14,14,6,0.0
43617,f665348a,1,28,5,6.0,2.0,5.0,9,5,2,29,1.0
43660,f6afae46,0,7,1,3.0,3.0,3.0,1,1,1,7,1.0
43729,f6fa3bb0,0,9,0,4.0,1.0,4.0,1,0,0,9,0.0
43730,f6fb48d8,0,239,23,127.0,15.0,43.0,18,23,0,239,1.0
43788,f759767c,0,37,14,7.0,1.0,3.0,5,14,10,37,0.0
43822,f7875123,0,18,10,2.0,2.0,2.0,4,10,3,18,0.0
43829,f78cef71,0,23,6,10.0,3.0,9.0,1,6,6,23,1.0
43858,f7a734a4,0,15,12,8.0,1.0,6.0,1,12,12,15,0.0
43886,f7defc04,0,3,10,0.0,0.0,0.0,2,10,9,3,0.0
43889,f7e0b202,0,2,10,0.0,0.0,0.0,1,10,10,2,0.0
43894,f7e24b08,0,25,79,9.0,3.0,4.0,5,79,17,25,1.0
43897,f7e5d7c5,0,11,15,6.0,1.0,3.0,1,15,15,11,0.0
43902,f7eac665,0,24,18,8.0,2.0,5.0,2,18,5,24,1.0
43905,f7ef3d85,1,65,28,30.0,3.0,11.0,11,27,2,121,0.0
43915,f7fdbbf4,0,77,85,22.0,2.0,13.0,2,85,2,77,1.0
43971,f853109d,2,45,19,15.0,1.0,7.0,12,19,0,57,1.0
44108,f937cc56,1,4,122,0.0,0.0,0.0,8,16,15,216,1.0
44168,f9906e15,0,25,2,14.0,8.0,12.0,2,2,1,25,0.0
44218,f9ca1bff,0,31,3,14.0,1.0,4.0,2,3,3,31,0.0
44225,f9dc48af,0,6,3,2.0,1.0,1.0,1,3,3,6,0.0
44244,f9fcc395,2,431,118,8.0,3.0,5.0,76,65,0,498,0.0
44290,fa6682fd,0,55,86,18.0,4.0,12.0,6,86,1,55,1.0
44301,fa73d2ba,0,79,13,44.0,11.0,27.0,5,13,0,80,0.0
44305,fa7627cb,1,111,136,52.0,28.0,41.0,9,136,2,121,1.0
44344,fab234eb,0,45,0,7.0,3.0,4.0,2,0,0,45,1.0
44404,fb00f295,2,4,5,0.0,0.0,0.0,8,1,1,95,1.0
44421,fb1ce23f,0,25,31,15.0,3.0,10.0,3,31,1,25,0.0
44448,fb47c075,0,244,66,111.0,11.0,49.0,16,66,1,244,0.0
44461,fb589f12,1,1,2,0.0,0.0,0.0,2,1,1,7,1.0
44473,fb6346bc,0,16,6,8.0,1.0,3.0,4,6,0,16,1.0
44474,fb64ce0c,0,18,51,9.0,3.0,8.0,3,51,31,18,1.0
44495,fb789fbd,2,20,84,17.0,2.0,8.0,6,7,7,62,0.0
44520,fb9c9930,0,48,9,22.0,2.0,8.0,5,9,1,48,1.0
44550,fbc7b043,0,78,13,31.0,9.0,23.0,2,13,12,78,0.0
44590,fc0b2e42,2,6,126,4.0,1.0,4.0,18,1,1,183,0.0
44592,fc0ed41a,0,123,68,64.0,29.0,40.0,13,68,9,123,1.0
44596,fc163c0f,0,72,79,48.0,5.0,9.0,7,79,3,72,1.0
44603,fc278339,1,307,58,85.0,32.0,54.0,54,56,4,408,1.0
44617,fc371f7d,0,57,14,45.0,3.0,23.0,1,14,14,57,0.0
44641,fc5662b5,1,54,42,15.0,4.0,9.0,22,19,5,140,1.0
44644,fc585ea7,0,6,9,2.0,1.0,1.0,1,9,9,6,0.0
44735,fcdb0b35,0,72,3,46.0,6.0,27.0,2,3,0,72,1.0
44742,fce05dc4,0,132,15,66.0,6.0,23.0,11,15,2,132,0.0
44746,fce63e6f,0,33,32,14.0,3.0,6.0,1,32,32,33,1.0
44753,fced488f,0,14,56,6.0,6.0,6.0,1,56,56,14,1.0
44756,fcf74fa4,0,3,2,0.0,0.0,0.0,1,2,2,3,0.0
44773,fd0721f7,0,12,10,6.0,4.0,5.0,2,10,1,12,1.0
44926,fdea1161,0,30,71,13.0,7.0,12.0,5,71,46,30,1.0
44942,fe02986e,0,40,27,9.0,3.0,5.0,4,27,1,40,1.0
44984,fe469427,1,31,44,2.0,1.0,2.0,18,12,7,183,0.0
45016,fe7bca52,0,41,120,16.0,10.0,12.0,3,120,110,41,1.0
45029,fe93350e,0,22,13,17.0,4.0,16.0,1,13,13,22,1.0
45076,fedbabbb,0,123,30,59.0,17.0,47.0,5,30,13,123,0.0
45090,fef29f67,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
45100,fefb2f33,0,5,35,2.0,2.0,2.0,1,35,35,5,1.0
45110,ff05db81,0,6,134,1.0,1.0,1.0,1,134,134,6,1.0
45133,ff24c850,0,60,1,51.0,18.0,42.0,3,1,0,60,0.0
45220,ff884f1a,0,109,8,89.0,10.0,43.0,4,8,5,109,1.0
45272,ffde3628,0,208,35,142.0,15.0,51.0,14,35,27,208,0.0
