,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,promedio_sesiones_sec,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
33188,bb9ba8ba,0,46,5,22.0,8.0,15.0,2,402.0,46.0,5,0,46,0.0
33201,bbb2892a,0,83,11,17.0,2.0,6.0,2,1182.0,83.0,11,11,83,0.0
33213,bbbe368d,0,55,2,44.0,8.0,21.0,3,339.0,55.0,2,2,55,1.0
33241,bbe34b09,0,42,9,25.0,2.0,10.0,1,3973.0000000000005,42.0,9,9,42,0.0
33245,bbedd580,0,33,17,12.0,5.0,10.0,3,202.0,33.0,17,17,33,0.0
33259,bc084a47,1,149,118,93.0,12.0,49.0,19,215.0,56.0,113,1,218,1.0
33272,bc1f34d3,0,509,105,248.0,21.0,42.0,96,353.0,10.0,105,19,509,1.0
33279,bc29a5ad,0,11,2,4.0,2.0,4.0,1,173.0,11.0,2,2,11,1.0
33286,bc33d673,0,24,54,7.0,1.0,4.0,3,149.0,12.0,54,12,24,0.0
33328,bc72e648,0,384,85,204.0,21.0,89.0,62,333.0,56.0,85,5,384,0.0
33345,bc906bed,0,84,7,48.0,9.0,20.0,13,414.0,84.0,7,0,84,1.0
33352,bca0e094,0,11,2,3.0,1.0,2.0,1,747.0,11.0,2,2,11,0.0
33353,bca31124,0,1,8,0.0,0.0,0.0,1,0.0,1.0,8,8,1,0.0
33368,bcc0eb89,0,23,2,17.0,1.0,4.0,1,3148.0,23.0,2,2,23,1.0
33398,bcec4a4e,0,28,84,15.0,6.0,12.0,10,70.0,0.0,84,37,28,1.0
33443,bd2b9e0e,1,79,27,41.0,12.0,20.0,21,339.0,223.0,16,3,223,0.0
33471,bd5c0530,0,18,19,7.0,1.0,4.0,2,180.0,18.0,19,11,18,0.0
33516,bd91dd6f,0,16,15,13.0,1.0,4.0,1,154.0,16.0,15,15,16,0.0
33572,bdeb470f,0,11,14,5.0,1.0,4.0,1,140.0,11.0,14,14,11,0.0
33614,be1a8730,0,141,1,73.0,21.0,46.0,3,2204.0,141.0,1,0,141,1.0
33629,be3aad4e,0,18,57,2.0,1.0,1.0,4,17.0,10.0,57,16,18,0.0
33644,be490e92,0,54,30,33.0,4.0,19.0,6,173.0,54.0,30,14,54,0.0
33660,be5e9dad,0,10,4,5.0,1.0,3.0,1,514.0,10.0,4,4,10,0.0
33698,be8c7b07,0,31,16,13.0,5.0,10.0,1,771.0,31.0,16,16,31,0.0
33739,becfcdae,1,235,131,142.0,25.0,87.0,52,435.0,10.0,80,7,489,1.0
33751,bee59279,1,218,18,155.0,20.0,56.0,10,451.0,219.0,17,0,219,1.0
33772,bf0cc165,0,103,22,47.0,17.0,32.0,13,460.00000000000006,103.0,22,0,103,0.0
33783,bf1916a6,0,4,13,1.0,1.0,1.0,1,2.0,4.0,13,13,4,0.0
33791,bf247bb8,1,36,1,21.0,2.0,7.0,4,626.0,37.0,1,0,37,1.0
33814,bf4f68c5,0,6,13,1.0,1.0,1.0,1,57.0,6.0,13,13,6,0.0
33848,bf7b20fb,0,2,16,1.0,1.0,1.0,1,1.0,2.0,16,16,2,1.0
33861,bf8d62a1,0,14,3,9.0,4.0,6.0,1,1643.0,14.0,3,3,14,0.0
33863,bf9539f0,0,15,25,2.0,1.0,2.0,4,396.0,15.0,25,14,15,0.0
33890,bfc3e505,0,41,1,19.0,4.0,12.0,2,316.0,41.0,1,1,41,0.0
33909,bfd27a39,0,20,6,12.0,4.0,10.0,2,144.0,20.0,6,3,20,1.0
33928,bff05c9a,0,37,57,22.0,6.0,13.0,6,248.00000000000003,29.0,57,2,37,0.0
33929,bff274cd,0,12,6,7.0,2.0,4.0,1,639.0,12.0,6,6,12,0.0
33932,bff83fe5,0,87,15,25.0,7.0,15.0,7,202.0,87.0,15,3,87,1.0
33936,bff9eaf3,1,4,14,0.0,0.0,0.0,1,5129.0,42.0,14,14,42,0.0
33942,c000a5e5,0,17,149,1.0,1.0,1.0,2,176.0,10.0,149,13,17,1.0
33999,c051121e,0,8,15,1.0,1.0,1.0,2,310.0,8.0,15,13,8,0.0
34021,c06a37cf,0,9,13,5.0,5.0,5.0,1,386.0,9.0,13,13,9,1.0
34029,c0747f1f,0,59,12,21.0,4.0,10.0,6,197.0,59.0,12,4,59,0.0
34050,c090277b,1,1,65,0.0,0.0,0.0,1,2800.0,0.0,65,65,28,1.0
34119,c0ea203b,0,11,9,3.0,2.0,2.0,1,301.0,11.0,9,9,11,0.0
34164,c121723e,0,28,16,6.0,6.0,6.0,5,370.0,28.0,16,0,28,1.0
34196,c1494f44,0,80,29,46.0,7.0,28.0,5,733.0,80.0,29,0,80,1.0
34223,c170b1ce,0,12,12,4.0,2.0,3.0,2,66.0,12.0,12,3,12,0.0
34240,c197b684,0,138,31,86.0,8.0,39.0,4,726.0,138.0,31,9,138,1.0
34248,c1a63398,1,32,41,2.0,1.0,2.0,23,454.0,123.0,13,0,185,0.0
34254,c1aea85e,2,94,54,42.0,2.0,15.0,61,341.0,64.0,37,9,584,0.0
34286,c1e282be,0,408,147,181.0,37.0,99.0,41,280.0,127.0,147,3,408,0.0
34298,c1ee649f,1,0,3,0.0,0.0,0.0,1,296.0,9.0,3,3,9,0.0
34301,c1f1146c,0,15,43,8.0,1.0,6.0,1,289.0,0.0,43,43,15,1.0
34335,c22a296a,0,19,14,14.0,1.0,7.0,1,74.0,19.0,14,14,19,1.0
34337,c22ce98a,0,38,1,13.0,5.0,11.0,1,1327.0,38.0,1,1,38,0.0
34373,c2686cf1,0,4,1,1.0,1.0,1.0,1,33.0,4.0,1,1,4,0.0
34387,c27c1ef6,0,28,31,10.0,6.0,6.0,3,295.0,28.0,31,3,28,1.0
34397,c28b49d1,0,223,9,162.0,18.0,88.0,14,618.0,223.0,9,0,223,1.0
34415,c2acc1c5,0,13,0,10.0,3.0,7.0,1,238.00000000000003,13.0,0,0,13,1.0
34489,c31d0174,0,349,85,196.0,17.0,87.0,46,215.0,167.0,85,2,349,1.0
34521,c34e2569,0,12,9,6.0,2.0,6.0,1,60.00000000000001,12.0,9,9,12,0.0
34551,c368e1a8,0,17,104,3.0,2.0,2.0,2,366.0,7.0,104,2,17,1.0
34589,c393f05d,0,20,13,13.0,2.0,10.0,3,65.0,20.0,13,8,20,0.0
34640,c3dbb913,0,6,13,2.0,1.0,1.0,1,155.0,6.0,13,13,6,0.0
34657,c3fa3006,0,8,0,5.0,1.0,5.0,1,124.00000000000001,8.0,0,0,8,1.0
34660,c3ff0eb5,0,8,76,2.0,2.0,2.0,2,0.0,0.0,76,75,8,0.0
34668,c4074fc8,0,56,141,22.0,9.0,10.0,5,515.0,28.0,141,0,56,0.0
34782,c49f832f,0,46,26,10.0,7.0,9.0,7,138.0,46.0,26,0,46,0.0
34813,c4c8cae4,0,10,98,6.0,4.0,5.0,1,265.0,0.0,98,98,10,1.0
34818,c4d5cb34,0,138,53,88.0,12.0,42.0,10,525.0,127.0,53,0,138,1.0
34819,c4d5fc28,0,12,15,2.0,1.0,1.0,1,382.0,12.0,15,15,12,0.0
34822,c4d74766,0,153,52,51.0,17.0,33.0,7,650.0,121.0,52,18,153,1.0
34835,c4efe914,0,119,16,48.0,13.0,21.0,8,1315.0,119.0,16,4,119,0.0
34844,c4f1e27d,1,305,81,48.0,16.0,38.0,61,313.0,33.0,72,4,358,1.0
34845,c4f208e0,0,9,14,5.0,1.0,3.0,1,128.0,9.0,14,14,9,0.0
34872,c53889cc,0,293,122,251.0,12.0,59.0,7,1796.0,0.0,122,120,293,1.0
34879,c541c863,1,256,54,146.0,27.0,83.0,12,1165.0,245.0,54,0,276,1.0
34899,c574aea4,0,19,6,13.0,9.0,10.0,1,1489.0,19.0,6,6,19,0.0
34902,c57a3141,0,14,6,4.0,1.0,2.0,1,490.00000000000006,14.0,6,6,14,0.0
34940,c5b6a704,0,4,10,1.0,1.0,1.0,1,22.0,4.0,10,10,4,0.0
34952,c5cdd194,0,32,10,18.0,8.0,16.0,2,1500.0,32.0,10,9,32,0.0
34956,c5d33bbd,0,18,2,2.0,1.0,2.0,2,160.0,18.0,2,0,18,0.0
34960,c5e16e19,0,5,3,0.0,0.0,0.0,2,45.0,5.0,3,2,5,0.0
34965,c5e57a88,1,21,1,9.0,1.0,9.0,3,1395.0,82.0,1,1,82,0.0
34966,c5e6eb10,0,4,9,1.0,1.0,1.0,1,91.0,4.0,9,9,4,0.0
34979,c60ac068,0,31,12,21.0,9.0,15.0,1,483.00000000000006,31.0,12,12,31,0.0
34992,c625bb36,0,53,37,37.0,19.0,29.0,3,1539.0,31.0,37,9,53,1.0
35078,c6bdfde4,0,117,45,47.0,11.0,21.0,9,851.0,23.0,45,12,117,1.0
35105,c6f24888,0,47,2,28.0,4.0,12.0,1,1770.0,48.0,2,2,48,0.0
35133,c70c10d9,0,11,5,2.0,1.0,2.0,2,54.0,11.0,5,1,11,0.0
35183,c7641d93,1,0,134,0.0,0.0,0.0,3,518.0,0.0,133,133,26,1.0
35213,c779237f,2,209,129,130.0,13.0,51.0,89,219.0,72.0,77,5,661,1.0
35246,c792a751,0,56,55,30.0,3.0,17.0,8,245.00000000000003,8.0,55,10,56,1.0
35282,c7b90f94,0,45,3,30.0,5.0,22.0,3,548.0,45.0,3,0,45,1.0
35291,c7bd584a,1,144,85,37.0,2.0,22.0,101,184.0,63.0,47,1,512,0.0
35294,c7c451c8,0,15,1,5.0,1.0,3.0,1,1867.0000000000002,15.0,1,1,15,0.0
35305,c7cc2c23,5,93,143,82.0,11.0,47.0,77,479.00000000000006,545.0,6,0,1561,1.0
35326,c7f3a594,0,8,14,4.0,1.0,3.0,1,85.0,8.0,14,14,8,0.0
35332,c8017cd2,0,65,146,25.0,11.0,20.0,9,338.0,20.0,146,0,65,1.0
35358,c8302549,0,53,13,19.0,2.0,10.0,8,110.0,53.0,13,0,53,1.0
35505,c9230963,0,79,8,49.0,12.0,37.0,4,345.0,79.0,8,7,79,0.0
35520,c93789af,0,47,10,15.0,7.0,8.0,9,269.0,47.0,10,6,47,1.0
35534,c943c384,0,94,67,53.0,15.0,28.0,5,1178.0,0.0,67,61,94,1.0
35550,c963da7e,0,33,16,23.0,8.0,16.0,1,1204.0,33.0,16,16,33,0.0
35607,c9a83ddf,0,106,9,65.0,3.0,16.0,20,254.00000000000003,106.0,9,0,106,1.0
35615,c9b56b4a,0,10,20,4.0,1.0,3.0,2,75.0,10.0,20,15,10,0.0
35626,c9c59030,0,14,4,9.0,2.0,7.0,2,418.0,14.0,4,3,14,1.0
35627,c9c822d0,0,45,1,37.0,4.0,26.0,2,408.0,45.0,1,1,45,1.0
35634,c9c96c81,6,32,20,25.0,5.0,15.0,22,1345.0,625.0,1,0,625,1.0
35689,ca098197,3,4,23,2.0,2.0,2.0,8,472.00000000000006,212.0,0,0,212,0.0
35705,ca24dc30,0,14,20,5.0,2.0,3.0,4,1.0,14.0,20,9,14,1.0
35741,ca6641dc,0,153,135,38.0,10.0,24.0,23,434.0,16.0,135,5,153,1.0
35844,cb0e1f46,0,147,42,54.0,14.0,34.0,12,535.0,83.0,42,2,147,1.0
35898,cb549a59,0,12,2,3.0,1.0,1.0,2,119.00000000000001,12.0,2,2,12,1.0
35917,cb707309,0,99,110,68.0,10.0,34.0,11,130.0,53.0,110,0,99,1.0
35935,cb85b8eb,0,4,6,1.0,1.0,1.0,1,27.0,4.0,6,6,4,0.0
35962,cba8fb47,0,54,28,17.0,9.0,14.0,5,1838.0000000000002,54.0,28,8,54,1.0
35963,cbadfe11,0,69,36,41.0,3.0,18.0,3,497.00000000000006,18.0,36,29,69,1.0
36023,cc07e754,0,287,126,228.0,35.0,113.0,15,312.0,81.0,126,1,287,1.0
36027,cc10d938,0,52,55,19.0,12.0,18.0,4,368.0,21.0,55,23,52,1.0
36080,cc57a239,0,4,7,1.0,1.0,1.0,1,28.0,4.0,7,7,4,0.0
36083,cc59ab30,2,202,52,39.0,19.0,29.0,51,324.0,102.0,42,12,358,1.0
36125,cca04441,0,42,1,10.0,5.0,7.0,1,2223.0,42.0,1,1,42,1.0
36130,cca96282,0,81,96,22.0,6.0,10.0,5,498.00000000000006,35.0,96,14,81,1.0
36182,ccec1049,1,96,86,75.0,16.0,60.0,15,299.0,35.0,70,23,217,0.0
36202,cd0d786b,0,4,6,1.0,1.0,1.0,1,37.0,4.0,6,6,4,0.0
36213,cd1fe208,0,28,12,22.0,3.0,6.0,2,434.0,28.0,12,0,28,1.0
36229,cd393c0c,0,19,116,4.0,1.0,4.0,2,150.0,0.0,116,103,19,1.0
36241,cd4aae14,2,8,14,3.0,2.0,2.0,15,599.0,211.0,1,1,211,1.0
36267,cd77d56f,0,190,14,30.0,11.0,20.0,40,253.00000000000003,190.0,14,1,190,1.0
36271,cd7c8073,0,9,37,5.0,1.0,4.0,1,97.0,0.0,37,37,9,1.0
36290,cd91b8db,0,31,104,6.0,4.0,4.0,5,102.0,0.0,104,88,31,1.0
36292,cd96b71c,0,23,9,11.0,1.0,5.0,3,49.0,23.0,9,8,23,0.0
36319,cdbd7c3f,0,4,79,0.0,0.0,0.0,1,0.0,0.0,79,79,4,1.0
36328,cdcf06c5,0,17,16,8.0,3.0,6.0,1,259.0,17.0,16,16,17,0.0
36332,cdd8b5e6,0,4,8,1.0,1.0,1.0,1,14.0,4.0,8,8,4,0.0
36352,cdf77e83,1,8,36,6.0,2.0,4.0,10,518.0,185.0,7,7,210,0.0
36358,cdfe9db1,0,14,0,8.0,2.0,4.0,2,246.00000000000003,14.0,0,0,14,1.0
36367,ce063834,0,10,27,5.0,1.0,4.0,1,147.0,10.0,27,27,10,1.0
36387,ce1e7a08,0,412,41,381.0,41.0,213.0,8,930.0000000000001,355.0,41,24,412,1.0
36401,ce30b977,0,362,66,267.0,52.0,155.0,20,846.0,145.0,66,4,362,1.0
36406,ce386a8b,0,10,3,5.0,3.0,4.0,1,352.0,10.0,3,3,10,1.0
36423,ce580ee2,0,156,8,98.0,4.0,48.0,6,744.0,156.0,8,1,156,0.0
36427,ce5aa06d,0,135,9,108.0,12.0,58.0,8,728.0,135.0,9,1,135,1.0
36472,cea534f2,1,3,29,0.0,0.0,0.0,11,217.0,103.0,1,1,103,0.0
36516,cf0231f4,0,65,9,52.0,19.0,39.0,1,2245.0,65.0,9,9,65,1.0
36520,cf06b034,0,7,7,2.0,1.0,1.0,1,107.0,7.0,7,7,7,0.0
36583,cf5096bd,0,12,10,3.0,2.0,3.0,2,304.0,12.0,10,9,12,0.0
36627,cf8279b2,0,50,18,21.0,7.0,11.0,4,340.0,50.0,18,15,50,0.0
36630,cf8609c6,0,4,2,0.0,0.0,0.0,1,32.0,4.0,2,2,4,0.0
36644,cf9ecfe3,0,6,10,1.0,1.0,1.0,1,334.0,7.0,10,10,7,0.0
36683,cfcccc8e,0,27,28,11.0,3.0,5.0,7,64.0,27.0,28,18,27,1.0
36752,d02535be,0,86,6,37.0,5.0,16.0,14,603.0,86.0,6,1,86,1.0
36775,d03d3026,0,16,2,3.0,2.0,2.0,2,172.0,16.0,2,2,16,0.0
36823,d08d505e,0,432,27,308.0,37.0,131.0,24,788.0,432.0,27,0,432,1.0
36874,d0d3af1e,0,7,0,2.0,2.0,2.0,1,197.0,7.0,0,0,7,1.0
36909,d10826a4,3,4,58,1.0,1.0,1.0,28,619.0,28.0,2,2,356,1.0
36913,d10ea49b,0,4,7,1.0,1.0,1.0,1,29.000000000000004,4.0,7,7,4,0.0
36952,d1320839,0,71,61,26.0,8.0,15.0,4,752.0,8.0,61,19,71,1.0
36955,d132afeb,2,5,125,0.0,0.0,0.0,4,571.0,29.0,6,6,53,0.0
36973,d14b97f6,1,18,29,1.0,1.0,1.0,13,387.0,61.0,29,21,61,1.0
37039,d1883adc,0,49,68,24.0,2.0,12.0,5,281.0,11.0,68,2,49,1.0
37057,d19f03b8,0,32,69,6.0,3.0,4.0,2,900.0,0.0,69,66,32,1.0
37186,d2465804,0,124,20,65.0,7.0,19.0,14,314.0,124.0,20,0,124,1.0
37190,d247d681,0,35,17,26.0,11.0,15.0,2,291.0,35.0,17,16,35,0.0
37197,d24b178a,0,12,1,3.0,2.0,2.0,1,358.0,12.0,1,1,12,0.0
37214,d2646614,0,202,65,72.0,12.0,44.0,25,204.0,119.0,65,7,202,1.0
37249,d29a104d,0,18,27,4.0,2.0,3.0,2,80.0,18.0,27,26,18,0.0
37266,d2b037b9,0,16,13,4.0,2.0,2.0,2,154.0,16.0,13,3,16,0.0
37275,d2bdd054,0,6,10,1.0,1.0,1.0,1,298.0,6.0,10,10,6,0.0
37289,d2dbe0a4,0,36,9,22.0,6.0,13.0,3,351.0,36.0,9,0,36,1.0
37328,d32008ab,0,267,137,185.0,24.0,81.0,9,983.0000000000001,126.0,137,15,267,0.0
37355,d343d6ee,0,75,15,40.0,4.0,17.0,3,798.0,75.0,15,15,75,0.0
37362,d34e4f51,0,416,57,280.0,17.0,128.0,23,727.0,249.0,57,0,416,1.0
37385,d369ea17,0,9,0,4.0,4.0,4.0,1,243.00000000000003,9.0,0,0,9,0.0
37418,d39b1961,0,14,12,6.0,3.0,3.0,3,157.0,14.0,12,10,14,1.0
37424,d3a37c6b,0,4,13,1.0,1.0,1.0,1,44.0,4.0,13,13,4,0.0
37427,d3a7eaaf,0,3,1,1.0,1.0,1.0,1,3.0,3.0,1,1,3,1.0
37430,d3ad9696,0,7,1,1.0,1.0,1.0,1,525.0,7.0,1,1,7,0.0
37468,d3db9a49,0,49,120,43.0,7.0,25.0,2,231.00000000000003,34.0,120,10,49,1.0
37481,d3eb95ae,0,69,112,12.0,8.0,9.0,10,350.0,0.0,112,51,69,1.0
37528,d4335b98,0,11,1,0.0,0.0,0.0,1,183.0,11.0,1,1,11,1.0
37532,d4370ca7,1,20,22,17.0,2.0,10.0,4,643.0,46.0,1,0,46,1.0
37548,d44923a0,0,10,19,4.0,1.0,4.0,1,194.0,10.0,19,19,10,1.0
37559,d453a08b,0,91,7,62.0,21.0,37.0,4,849.0,91.0,7,3,91,1.0
37611,d4a92552,0,27,3,15.0,1.0,11.0,1,448.0,27.0,3,3,27,0.0
37656,d4f0dd78,0,5,9,1.0,1.0,1.0,1,109.0,5.0,9,9,5,1.0
37679,d51220a3,0,17,79,6.0,4.0,6.0,5,24.0,0.0,79,66,17,1.0
37726,d55dbfe3,0,4,14,1.0,1.0,1.0,1,6.0,4.0,14,14,4,0.0
37730,d56055cc,0,23,7,6.0,3.0,4.0,2,370.0,23.0,7,7,23,0.0
37731,d5607b36,0,4,58,0.0,0.0,0.0,1,2.0,0.0,58,58,4,1.0
37733,d560f188,1,2,8,0.0,0.0,0.0,2,1192.0,25.0,6,6,25,0.0
37735,d562b322,0,29,1,7.0,5.0,5.0,2,688.0,29.0,1,0,29,1.0
37769,d594ce1a,0,9,12,4.0,2.0,3.0,1,77.0,9.0,12,12,9,0.0
37839,d6150b5d,0,42,1,30.0,6.0,16.0,1,937.0000000000001,42.0,1,1,42,0.0
37850,d6278380,0,48,88,17.0,4.0,14.0,7,322.0,0.0,88,56,48,1.0
37854,d62a8f55,0,15,120,7.0,2.0,5.0,2,138.0,0.0,120,58,15,1.0
37858,d62e32dd,0,39,17,28.0,7.0,21.0,3,464.00000000000006,39.0,17,11,39,0.0
37869,d638fbc0,0,22,6,16.0,2.0,12.0,2,97.0,22.0,6,4,22,0.0
37897,d662c05d,0,13,5,8.0,4.0,7.0,1,878.0,13.0,5,5,13,1.0
37920,d67c686e,0,14,9,4.0,4.0,4.0,1,696.0,14.0,9,9,14,0.0
37933,d68bb8f2,0,23,29,6.0,2.0,4.0,4,47.0,23.0,29,16,23,0.0
37947,d6a677a2,0,4,1,1.0,1.0,1.0,1,2.0,4.0,1,1,4,0.0
37959,d6b86496,0,41,7,27.0,7.0,20.0,1,1617.0,41.0,7,7,41,0.0
37974,d6ccfb78,0,28,0,18.0,2.0,7.0,4,58.00000000000001,28.0,0,0,28,1.0
37986,d6da4843,0,4,8,1.0,1.0,1.0,1,0.0,4.0,8,8,4,1.0
37988,d6db0770,1,451,104,318.0,30.0,135.0,98,264.0,62.0,72,3,859,1.0
37989,d6dcbc74,0,11,15,2.0,1.0,1.0,1,534.0,11.0,15,15,11,0.0
38005,d6f89585,1,1,77,0.0,0.0,0.0,1,640.0,0.0,77,77,17,1.0
38048,d73030a1,0,74,12,15.0,8.0,12.0,2,1730.0,74.0,12,11,74,1.0
38049,d73248e1,0,150,8,121.0,31.0,82.0,7,853.0,150.0,8,0,150,0.0
38058,d73bb155,0,4,9,1.0,1.0,1.0,1,8.0,4.0,9,9,4,0.0
38065,d74d7530,0,8,9,2.0,1.0,2.0,1,26.0,8.0,9,9,8,0.0
38092,d76fd078,0,9,10,4.0,3.0,3.0,1,327.0,9.0,10,10,9,0.0
38114,d78a5b57,2,18,12,4.0,1.0,2.0,6,489.00000000000006,48.0,0,0,48,1.0
38141,d7bcc1ce,0,6,73,2.0,2.0,2.0,2,0.0,0.0,73,49,6,0.0
38151,d7c3a489,0,122,16,88.0,39.0,44.0,2,2902.0,122.0,16,15,122,1.0
38186,d8001b23,0,178,149,84.0,9.0,49.0,20,265.0,43.0,149,6,178,1.0
38200,d811b534,1,228,117,52.0,7.0,21.0,34,689.0,168.0,71,4,388,1.0
38202,d81248f4,0,11,12,7.0,1.0,4.0,2,650.0,11.0,12,2,11,1.0
38208,d820db7d,0,30,12,25.0,8.0,17.0,2,186.0,30.0,12,12,30,0.0
38266,d8819801,0,34,19,17.0,10.0,12.0,2,338.0,34.0,19,15,34,0.0
38325,d8ceaf09,0,22,22,5.0,1.0,2.0,3,562.0,22.0,22,3,22,1.0
38356,d8fa7106,0,66,3,44.0,5.0,21.0,2,548.0,66.0,3,1,66,1.0
38445,d96c40d3,1,1,29,0.0,0.0,0.0,5,963.0000000000001,62.0,11,11,62,0.0
38470,d977a531,0,19,44,4.0,1.0,3.0,2,150.0,15.0,44,14,19,0.0
38476,d9834290,0,22,115,6.0,4.0,4.0,5,85.0,0.0,115,59,22,1.0
38483,d98d2f98,0,56,54,12.0,5.0,9.0,3,572.0,47.0,54,10,56,0.0
38498,d9aa9d67,0,21,34,17.0,2.0,12.0,2,91.0,0.0,34,34,21,0.0
38566,da21172c,2,17,80,5.0,4.0,4.0,27,409.0,83.0,3,0,169,1.0
38644,daa04243,0,32,30,7.0,3.0,6.0,4,460.00000000000006,32.0,30,3,32,1.0
38652,daac08c2,0,152,146,87.0,14.0,38.0,17,248.00000000000003,49.0,146,2,152,1.0
38653,daaca1ea,0,125,18,60.0,3.0,16.0,24,253.00000000000003,125.0,18,0,125,0.0
38660,dab380b1,0,240,34,212.0,18.0,118.0,13,494.00000000000006,86.0,34,4,240,0.0
38678,dac74d52,0,10,30,7.0,2.0,6.0,1,1363.0,10.0,30,30,10,1.0
38706,daef44e1,1,9,102,4.0,1.0,3.0,3,955.0000000000001,10.0,9,9,29,0.0
38708,daf3719f,0,22,14,8.0,3.0,7.0,2,393.0,22.0,14,14,22,0.0
38728,db127b75,0,168,133,100.0,14.0,46.0,11,543.0,0.0,133,73,168,1.0
38737,db2a631d,0,16,9,8.0,3.0,7.0,3,85.0,16.0,9,1,16,1.0
38741,db2c4d27,1,450,111,81.0,7.0,28.0,115,751.0,25.0,70,29,564,1.0
38774,db6ee6cc,0,4,6,1.0,1.0,1.0,1,11.0,4.0,6,6,4,0.0
38804,db9cbf56,0,64,9,43.0,10.0,27.0,4,691.0,64.0,9,5,64,1.0
38884,dc1aecbf,0,12,7,4.0,3.0,3.0,2,167.0,12.0,7,0,12,1.0
38887,dc23f69b,0,66,20,38.0,5.0,23.0,6,1074.0,66.0,20,14,66,1.0
38933,dc5ebb9d,1,46,39,28.0,9.0,19.0,10,504.00000000000006,67.0,7,5,91,1.0
38959,dc90d765,0,67,3,58.0,10.0,37.0,2,1424.0,67.0,3,0,67,1.0
38962,dc9a4a21,0,3,2,1.0,1.0,1.0,1,0.0,3.0,2,2,3,1.0
38967,dca54af7,0,77,11,54.0,16.0,34.0,5,365.0,77.0,11,10,77,0.0
39000,dcdad2cf,0,176,7,106.0,17.0,41.0,15,732.0,176.0,7,1,176,1.0
39047,dd282408,0,41,6,26.0,7.0,18.0,2,404.0,41.0,6,1,41,0.0
39085,dd561eb9,0,420,7,267.0,46.0,133.0,19,965.0000000000001,420.0,7,0,420,1.0
39126,dd8e0ec4,0,98,58,29.0,7.0,14.0,8,934.0000000000001,87.0,58,4,98,1.0
39137,dd9b872e,1,69,16,13.0,4.0,8.0,18,174.0,76.0,16,1,76,0.0
39140,dd9e5bce,0,180,96,47.0,17.0,26.0,23,371.0,38.0,96,16,180,1.0
39154,ddb52682,0,23,50,6.0,2.0,4.0,3,115.00000000000001,7.0,50,15,23,1.0
39165,ddbfee59,0,42,11,14.0,6.0,11.0,4,762.0,42.0,11,2,42,0.0
39169,ddc538e7,0,51,110,11.0,8.0,11.0,14,88.0,13.0,110,3,51,1.0
39192,ddd9db0e,0,21,41,5.0,2.0,4.0,3,386.0,17.0,41,3,21,0.0
39210,ddf1d818,0,19,15,2.0,1.0,1.0,2,288.0,19.0,15,13,19,0.0
39231,de184613,0,6,3,1.0,1.0,1.0,1,129.0,6.0,3,3,6,0.0
39253,de3bb208,0,163,44,61.0,14.0,31.0,16,667.0,142.0,44,9,163,1.0
39255,de41fa13,1,5,5,1.0,1.0,1.0,2,808.0,14.0,5,2,14,1.0
39270,de5439e4,1,199,36,87.0,22.0,40.0,27,372.0,142.0,36,1,207,1.0
39339,deaafef0,0,72,30,49.0,14.0,41.0,4,601.0,72.0,30,16,72,1.0
39376,dec8c57f,0,712,68,609.0,20.0,151.0,56,372.0,299.0,68,8,712,1.0
39379,decb6733,0,17,2,10.0,2.0,5.0,3,99.0,17.0,2,1,17,0.0
39380,decd02fa,0,50,30,13.0,5.0,11.0,11,251.00000000000003,50.0,30,1,50,0.0
39433,df151fff,0,11,2,8.0,1.0,5.0,1,62.00000000000001,11.0,2,2,11,1.0
39441,df17c8fc,1,0,43,0.0,0.0,0.0,6,1799.0,137.0,0,0,165,1.0
39466,df2ed884,0,36,18,25.0,4.0,12.0,1,885.0,36.0,18,18,36,1.0
39490,df6563ba,0,15,40,1.0,1.0,1.0,2,423.0,4.0,40,9,15,1.0
39556,dfc781a3,0,33,14,2.0,2.0,2.0,4,952.0000000000001,33.0,14,7,33,1.0
39562,dfd0ff72,1,1,50,0.0,0.0,0.0,13,1290.0,106.0,1,1,303,0.0
39563,dfd4cbc0,0,60,3,24.0,8.0,17.0,2,2350.0,60.0,3,3,60,1.0
39572,dfe7c58a,0,153,5,127.0,3.0,21.0,5,1431.0,153.0,5,0,153,1.0
39573,dfe7d789,0,7,1,2.0,2.0,2.0,1,1030.0,7.0,1,1,7,0.0
39576,dfee630e,0,28,62,4.0,2.0,3.0,5,310.0,18.0,62,1,28,1.0
39632,e059093d,0,4,0,1.0,1.0,1.0,1,30.000000000000004,4.0,0,0,4,0.0
39661,e0868ccc,0,9,0,2.0,1.0,2.0,1,147.0,9.0,0,0,9,0.0
39704,e0b5925a,0,11,0,6.0,3.0,5.0,1,1140.0,11.0,0,0,11,0.0
39737,e0e7a411,0,16,14,10.0,1.0,4.0,1,303.0,16.0,14,14,16,0.0
39740,e0ea4073,0,14,2,10.0,1.0,3.0,1,396.0,14.0,2,2,14,0.0
39746,e0f5c473,1,15,49,1.0,1.0,1.0,7,1235.0,42.0,15,8,63,0.0
39763,e109f0a4,0,117,41,47.0,26.0,34.0,9,1354.0,39.0,41,0,117,1.0
39810,e1420e26,0,40,7,24.0,5.0,17.0,1,1254.0,40.0,7,7,40,0.0
39840,e165a982,0,7,86,1.0,1.0,1.0,1,73.0,0.0,86,86,7,1.0
