,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,cant_sesiones_inac30MIN_ult_9999_dias,promedio_sesiones_sec_inac30MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac30MIN_ult_9999_dias,cant_sesiones_inac30MIN_ult_30_dias,promedio_sesiones_sec_inac30MIN_ult_30_dias,tiempo_total_sesiones_sec_inac30MIN_ult_30_dias,cant_sesiones_inac30MIN_ult_25_dias,promedio_sesiones_sec_inac30MIN_ult_25_dias,tiempo_total_sesiones_sec_inac30MIN_ult_25_dias,cant_sesiones_inac30MIN_ult_20_dias,promedio_sesiones_sec_inac30MIN_ult_20_dias,tiempo_total_sesiones_sec_inac30MIN_ult_20_dias,cant_sesiones_inac30MIN_ult_15_dias,promedio_sesiones_sec_inac30MIN_ult_15_dias,tiempo_total_sesiones_sec_inac30MIN_ult_15_dias,cant_sesiones_inac30MIN_ult_10_dias,promedio_sesiones_sec_inac30MIN_ult_10_dias,tiempo_total_sesiones_sec_inac30MIN_ult_10_dias,cant_sesiones_inac30MIN_ult_5_dias,promedio_sesiones_sec_inac30MIN_ult_5_dias,tiempo_total_sesiones_sec_inac30MIN_ult_5_dias,cant_sesiones_inac30MIN_ult_1_dias,promedio_sesiones_sec_inac30MIN_ult_1_dias,tiempo_total_sesiones_sec_inac30MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,mod_mas_visto_ult_9999_dias,total_vistos_ult_9999_dias,%_mas_visto_ult_9999_dias,mod_mas_visto_ult_30_dias,total_vistos_ult_30_dias,%_mas_visto_ult_30_dias,mod_mas_visto_ult_25_dias,total_vistos_ult_25_dias,%_mas_visto_ult_25_dias,mod_mas_visto_ult_20_dias,total_vistos_ult_20_dias,%_mas_visto_ult_20_dias,mod_mas_visto_ult_15_dias,total_vistos_ult_15_dias,%_mas_visto_ult_15_dias,mod_mas_visto_ult_10_dias,total_vistos_ult_10_dias,%_mas_visto_ult_10_dias,mod_mas_visto_ult_5_dias,total_vistos_ult_5_dias,%_mas_visto_ult_5_dias,mod_mas_visto_ult_1_dias,total_vistos_ult_1_dias,%_mas_visto_ult_1_dias,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,ult_checkout_dias,ult_checkout_segundos,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,label
16481,6cb7a3e3,1,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16510,6cf2d02a,6,49.0,293.0,6.0,49.0,293.0,4.0,60.00000000000001,241.00000000000003,3.0,73.0,218.0,3.0,73.0,218.0,3.0,73.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,6,49.0,293.0,6.0,49.0,293.0,4.0,60.00000000000001,241.00000000000003,3.0,73.0,218.0,3.0,73.0,218.0,3.0,73.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,13.0,0.23076923076923078,0.0,0.7692307692307693,13.0,3.0,11.0,8.0,13.0,0.6153846153846154,8.0,13.0,0.6153846153846154,4.0,9.0,0.4444444444444444,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37,27,5,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,37.0,25.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16571,6d654333,3,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,0.0,0.0,0.0,3,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,3.0,1702.0,5106.0,0.0,0.0,0.0,6.0,0.0,1.0,7.0,0.8571428571428571,0.14285714285714285,0.0,7.0,4.0,4.0,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,0.0,0.0,0.0,0,0,29,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,29.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16608,6da13513,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,65,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16613,6daa6b33,1,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,0.0,0.0,0.0,1,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,1.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16614,6daaab58,1,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,1.0,222.0,222.0,10.0,0.0,0.0,10.0,1.0,0.0,0.0,10.0,1.0,5.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,0,0,15,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,81173.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16642,6dd3ff4a,1,1728.0,1728.0,1.0,1728.0,1728.0,1.0,1728.0,1728.0,1.0,1728.0,1728.0,1.0,1728.0,1728.0,1.0,1728.0,1728.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1728.0,1728.0,1.0,1728.0,1728.0,1.0,1728.0,1728.0,1.0,1728.0,1728.0,1.0,1728.0,1728.0,1.0,1728.0,1728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,9,9,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,861202.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16679,6e146e9c,1,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,0.0,0.0,0.0,1,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,1.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0,0,10,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,385366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16706,6e41e5e3,2,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,2.0,2616.0,5231.0,35.0,29.0,0.0,64.0,0.546875,0.0,0.453125,67.0,11.0,48.0,15.0,67.0,0.22388059701492538,15.0,67.0,0.22388059701492538,15.0,67.0,0.22388059701492538,15.0,67.0,0.22388059701492538,15.0,67.0,0.22388059701492538,15.0,67.0,0.22388059701492538,15.0,67.0,0.22388059701492538,15.0,67.0,0.22388059701492538,0,0,96,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,38323.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96,96.0,96.0,96.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16718,6e52c76b,4,90.0,361.0,4.0,90.0,361.0,3.0,114.0,342.0,3.0,114.0,342.0,2.0,65.0,130.0,1.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,4,90.0,361.0,4.0,90.0,361.0,3.0,114.0,342.0,3.0,114.0,342.0,2.0,65.0,130.0,1.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,42.0,0.023809523809523808,0.0,0.9761904761904762,42.0,5.0,37.0,15.0,42.0,0.35714285714285715,15.0,42.0,0.35714285714285715,15.0,38.0,0.39473684210526316,15.0,38.0,0.39473684210526316,7.0,13.0,0.5384615384615384,7.0,12.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,56,28,6,28,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,533329.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,56,56.0,49.0,49.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16720,6e558c28,26,89.0,2325.0,18.0,54.0,979.0000000000001,18.0,54.0,979.0000000000001,18.0,54.0,979.0000000000001,18.0,54.0,979.0000000000001,14.0,66.0,927.0000000000001,11.0,55.0,601.0,2.0,0.0,0.0,26,89.0,2325.0,18.0,54.0,979.0000000000001,18.0,54.0,979.0000000000001,18.0,54.0,979.0000000000001,18.0,54.0,979.0000000000001,14.0,66.0,927.0000000000001,11.0,55.0,601.0,2.0,0.0,0.0,61.0,2.0,9.0,72.0,0.8472222222222222,0.125,0.027777777777777776,76.0,17.0,39.0,18.0,76.0,0.23684210526315788,18.0,69.0,0.2608695652173913,18.0,69.0,0.2608695652173913,18.0,69.0,0.2608695652173913,18.0,69.0,0.2608695652173913,16.0,59.0,0.2711864406779661,16.0,38.0,0.42105263157894735,1.0,1.0,1.0,0,0,139,87,0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,114.0,114.0,114.0,114.0,95.0,68.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16753,6e968b6e,3,1448.0,4344.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,0.0,0.0,0.0,3,1448.0,4344.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,2.0,2096.0,4193.0,0.0,0.0,0.0,4.0,64.0,0.0,68.0,0.058823529411764705,0.0,0.9411764705882353,68.0,6.0,33.0,54.0,68.0,0.7941176470588235,45.0,56.0,0.8035714285714286,45.0,56.0,0.8035714285714286,45.0,56.0,0.8035714285714286,45.0,56.0,0.8035714285714286,45.0,56.0,0.8035714285714286,45.0,56.0,0.8035714285714286,0.0,0.0,0.0,0,0,96,64,3,64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,426272.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,96,74.0,74.0,74.0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16761,6eaaab36,1,767.0,767.0,1.0,767.0,767.0,1.0,767.0,767.0,1.0,767.0,767.0,1.0,767.0,767.0,1.0,767.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,1,767.0,767.0,1.0,767.0,767.0,1.0,767.0,767.0,1.0,767.0,767.0,1.0,767.0,767.0,1.0,767.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,8.0,3.0,10.0,0.3,3.0,10.0,0.3,3.0,10.0,0.3,3.0,10.0,0.3,3.0,10.0,0.3,3.0,10.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16777,6ec44564,3,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,1.0,417.0,417.0,3,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,3.0,789.0,2368.0,1.0,417.0,417.0,16.0,0.0,9.0,25.0,0.64,0.36,0.0,25.0,6.0,18.0,8.0,25.0,0.32,8.0,25.0,0.32,8.0,25.0,0.32,8.0,25.0,0.32,8.0,25.0,0.32,8.0,25.0,0.32,8.0,25.0,0.32,1.0,1.0,1.0,0,0,90,2,0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,34242.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,90,90.0,90.0,90.0,90.0,90.0,90.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16795,6ee60eb9,3,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,0.0,0.0,0.0,3,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,3.0,302.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,0.0,0.0,0.0,0,0,18,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,212963.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18,18.0,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16816,6f147d6d,1,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,22,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16817,6f1507c4,1,565.0,565.0,1.0,565.0,565.0,1.0,565.0,565.0,1.0,565.0,565.0,1.0,565.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,565.0,565.0,1.0,565.0,565.0,1.0,565.0,565.0,1.0,565.0,565.0,1.0,565.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,3.0,4.0,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,10,10,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,883229.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16834,6f2abef4,4,36.0,143.0,4.0,36.0,143.0,4.0,36.0,143.0,4.0,36.0,143.0,4.0,36.0,143.0,4.0,36.0,143.0,1.0,1.0,1.0,0.0,0.0,0.0,4,36.0,143.0,4.0,36.0,143.0,4.0,36.0,143.0,4.0,36.0,143.0,4.0,36.0,143.0,4.0,36.0,143.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.16666666666666666,0.0,0.8333333333333334,6.0,2.0,4.0,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0,0,19,7,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,19.0,19.0,19.0,19.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16853,6f3ac59d,7,335.0,2348.0,7.0,335.0,2348.0,7.0,335.0,2348.0,6.0,193.0,1160.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,335.0,2348.0,7.0,335.0,2348.0,7.0,335.0,2348.0,6.0,193.0,1160.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,0.8333333333333334,0.0,0.16666666666666666,11.0,9.0,10.0,2.0,11.0,0.18181818181818182,2.0,11.0,0.18181818181818182,2.0,11.0,0.18181818181818182,2.0,8.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,41,20,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,41.0,41.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16929,6fbbddb6,1,36.0,36.0,1.0,36.0,36.0,1.0,36.0,36.0,1.0,36.0,36.0,1.0,36.0,36.0,1.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,36.0,36.0,1.0,36.0,36.0,1.0,36.0,36.0,1.0,36.0,36.0,1.0,36.0,36.0,1.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,9,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16948,6fdda6b5,12,318.0,3816.0000000000005,3.0,373.0,1119.0,1.0,723.0,723.0,1.0,723.0,723.0,1.0,723.0,723.0,1.0,723.0,723.0,1.0,723.0,723.0,1.0,723.0,723.0,12,318.0,3816.0000000000005,3.0,373.0,1119.0,1.0,723.0,723.0,1.0,723.0,723.0,1.0,723.0,723.0,1.0,723.0,723.0,1.0,723.0,723.0,1.0,723.0,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,16.0,54.0,56.0,0.9642857142857143,21.0,21.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,0,0,87,85,0,85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,6042210.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,32.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16998,706af83c,1,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,1.0,648.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,0,0,11,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,442.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17004,70765d26,5,100.0,499.00000000000006,3.0,94.0,282.0,2.0,140.0,281.0,2.0,140.0,281.0,1.0,80.0,80.0,1.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5,100.0,499.00000000000006,3.0,94.0,282.0,2.0,140.0,281.0,2.0,140.0,281.0,1.0,80.0,80.0,1.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,22.0,42.0,0.30952380952380953,0.5238095238095238,0.16666666666666666,42.0,5.0,14.0,21.0,42.0,0.5,13.0,23.0,0.5652173913043478,13.0,22.0,0.5909090909090909,13.0,22.0,0.5909090909090909,5.0,5.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,54,41,8,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,29.0,26.0,26.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
